,drugName,condition,review,rating,date,usefulCount
118961,Zoloft,Depression,"""I&#039;ve been taking Zoloft for 6 months now...began at 25mg. and worked up to 75 mg.  I&#039;m a person who hates being on medicines, so I tapered off to 50 mg and then tried to go back down to 25 mg.  Unfortunately the symptoms came back, racing pulse and anxiety.  I&#039;m now back at 50 mg and feel even keel.  It has been humbling for me to admit that I need this medication and I dislike how it makes you feel dependent on it, but I also realize it is doing its job.  I have lost 5-10 pounds since starting it.  The first few weeks I was in a fog and suffered horrible headaches and nausea, but per my doctor&#039;s words those symptoms did subside.  I&#039;ve not had a single panic attack since starting Zoloft.  """,9,14-Feb-11,66
219390,Dexmethylphenidate,ADHD,"""My son is 13 and was put on Focalin for his ADHD when he was about 7 years old. It did not make him a zombie at all. My ex=husband was very concerned that it would do what Ritalin did to him. Focalin for my son just calmed him down enough to do his class work . He was first just taking one in the mornings and then as he got older and got more class work to do we realized that it was not lasting him so he got put on a low does for in the afternoon. He grades improved so much and yet he still had a lot of energy to blow through.""",10,27-Mar-14,85
44696,Catapres,Opiate Withdrawal,"""I&#039;m tapering down from 100-200mg of hydrocodone per day to 20mg per day. Also, quit 20mg of Dilaudid per day. The first couple of days were hell. I finally called my doctor and told him what was going on. He prescribed me the Clonidine patch. It has helped me tremendously! The only side effect I have had is a little dizziness when I get up too fast. But I feel great and am on day 4 and down to 20mg of hydros and still feel good! Like I never started them. By the way, I have been on them for 4 years through pain management for severe diabetic neuropathy. I highly recommend this product.""",10,2-Oct-14,154
60188,NuvaRing,Birth Control,"""I LOVE my Nuva Ring! Have been on it nearly two years without a problem! As a teenager I was put on the pill, which caused me to have horrible side effects so I stopped using it. When I became active, I talked to my doctor and LOVE this option seeing as how I only have to worry about it once a month, not everyday. I have had no side effects with it. I have lost 15  pounds this year and it regulated my heavy, bi-weekly periods. It usually doesn&#039;t bother my partner, and if it is a nuisance, we take it out and replace immediately. I don&#039;t see myself EVER switching!""",10,8-Jun-12,2
95684,Sertraline,Major Depressive Disorde,"""I&#039;m very surprised at what this medication has done for me. I have been prescribed an SSRI multiple times but never took one because I was convinced my feelings of guilt and anxiety were appropriate reactions to my failures in life. I have lived a bohemian life chasing contentment and self respect. In a new relationship and questioned by my partner about my inconsolable sense of unhappiness, I realized I needed to try something other than running away so in a last ditch move, signed up for a depression study that has given me 6 mos of Zoloft medication. I have clarity now I haven&#039;t experienced in a decade, it is wonderful and sobering because I realize now how serious chemical depression is. Don&#039;t self medicate, it&#039;s OK to get help!""",10,5-Dec-14,116
193291,Cyclobenzaprine,ibromyalgia,"""I have always experienced a &quot;bruising&quot; type sensation when the least amount of pressure is applied to my fleshy areas, especially my legs and arms.  I wrote this off as &quot;just weird me&quot;. Additionally - I am extremely and overly TACTILE!  One tiny invisible seam on the neck of a clothing tag can completely THROW ME OVER THE EDGE until it&#039;s cut out, ripped out or simply trashed!  Same with sock seams...SOMETIMES EVERY INCH OF MY SKIN FELT BRUISED (which was not uncommon)- I did a simple Google search &amp; FIBROMYALGIA popped up!  Every symptom: incl. traumatic childhood causing dopamine receptors to &quot;warp&quot;- WAS ME..My psych put me on CYCLOBENZAPRINE 10mg up to 2x day. I take 1 at bedtime &amp; I am FINALLY ABLE TO SLEEP!!!""",9,10-Nov-15,30
185033,Harvoni,Hepatitis C,"""I had Hep C for over 30 years. I never really felt bad. I noticed my hair was falling out, getting thinner and my skin looked horrible.
I began an 8 week regime of Harvoni the day after Thanksgiving. I was so hesitant in fear of side effects. 
I got up early and took that first giant pill. I waited, waited and waited for some sort of &quot;sick&quot; feeling? It never came, never!!
Each day I took my daily pill. Day by day I began to have more energy, increased positive thoughts.
As the last couple of weeks rolled around, my skin and hair had both taken on a new healthy youthful look.
My skin looks amazing, it&#039;s moist and my hair is thicker than it&#039;s been on over 35 years. My nails grow so strong and long, I am a new person! """,10,15-Jan-17,33
59232,Lansoprazole,GERD,"""The ONLY drug that has worked for my GERD""",10,8-Oct-09,16
529,Medroxyprogesterone,Birth Control,"""I have been on depo now for about two years and have had nothing but negative side effects. The only positive thing about depo provera is that you don&#039;t have to worry about missing a pill. I&#039;ve suffered major headaches, weight gain, mood swings, hot flashes, irregular bleeding, cramping, breast pain, and change in sex drive. I thought this would be a great option for me because I wasn&#039;t always on top of taking birth control pills. After trying depo out for two years, I have finally decided that all these symptoms are NOT worth it. If you plan on getting the shot, do your research and know the symptoms that it comes with.""",4,21-Mar-15,1
200112,Varenicline,Smoking Cessation,"""I started Champix June 29th/15 and my stop smoking date was July 13....I actually had my last cigarette on July 9/15 and at that time I was down to 3 a day.   I just said NO to the cigarette on July 10/15 and I have been doing fine.   The first day on Champix was ok but had ONE livid dream the very first night and none after that. I did get the nausea feeling (sometimes quite strong) but instead of water with my pill I switched to juice and that worked alot better, only because the water was making me nausea.   I have not so far as of today Aug 3/15 had any of the BAD symptoms, and has not had a cigarette since July 9.  So far no cravings for cigs and actually I eat better and watch when I eat, I have lost taste for alot of junk food .""",10,3-Aug-15,0
150706,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,"""Not sure that the medication did much as my abscess burst the night I started the antibiotics. All I know is that by the 3rd and 4th day of antibiotics I was feeling generally unwell, had a headache and awful nausea.""",5,1-Sep-15,14
85659,Ethinyl estradiol / norgestimate,Birth Control,"""I switched from Levora/Portia.  It&#039;s my second month on this pill and I am really loving it!  Aside from some migraines, which I&#039;m hoping they&#039;ll go away soon, no side effects.  No acne, my mood has improved, no weight gain (that I&#039;ve noticed), and it works perfectly to prevent pregnancy.  Highly recommended!""",10,14-May-14,18
52745,Carbidopa / levodopa,Restless Legs Syndrome,"""Sinemet works great for my restless legs syndrome, even better than the drugs more popularly prescribed. It is absolutely the one medication I cannot live without!""",10,20-Aug-10,69
193875,Hydrocodone,Not Listed / Othe,"""Very helpful for muscle aches and pains.  Cannot function without it.""",9,18-Oct-13,7
93602,Morphine,Chronic Pain,"""I have been taking Vicodin for near 20 years now due to chronic pain in my lower back and chronic pain &amp; burning in my shoulders from Factory work.I have been on six 7.5 Vicoprofens  for a few years now. That amount works fine if I just sit around all day. If I want to take long hikes, Lift or move furniture, do extensive house cleaning then 6 is NOT enough and I was using 7 or 8 a day. Doctor wanted me to try Morphine ER 15MGs..2 a day  and try to get down to 3 Vs a day. A month into this trial period and I&#039;m not liking the Morphine ER (and I&#039;ve tried 300MG Tramadols &amp; Butrans Patches) The morphine just leaves me feeling  sleepy, it just takes the edge off and like so many other medicines ,I have FLU like symptoms. If I had 10 mg pills that would work.""",5,11-Jun-15,19
